order_id,customer_id,restaurant_name,city,order_date,order_amount,payment_mode,delivery_time_minutes,order_status
100135,3814,Behrouz Biryani,Pune,02-08-2023,997,Card,44,Delivered
100136,1397,McDonalds,Mumbai,14-08-2024,588,UPI,30,Delivered
100137,1870,Burger King,Chennai,15-05-2023,799,UPI,29,Delivered
100138,3842,Faasos,Bangalore,21-01-2024,508,Card,54,Cancelled
100139,1392,McDonalds,Hyderabad,30-10-2023,1209,UPI,34,Delivered
100140,1206,Dominos,Mumbai,14-10-2023,1207,UPI,42,Delivered
100141,2038,Box8,Pune,15-07-2024,1261,UPI,51,Delivered
100142,2881,Behrouz Biryani,Kolkata,08-07-2023,807,Card,17,Delivered
100143,3939,Subway,Mumbai,24-10-2023,165,UPI,43,Delivered
100144,2484,Box8,Hyderabad,09-06-2024,894,UPI,51,Cancelled
100145,1863,Dominos,Chennai,24-01-2024,570,UPI,23,Delivered
100146,3790,Dominos,Chennai,03-04-2024,702,UPI,41,Delivered
100147,1563,KFC,Delhi,18-09-2023,916,UPI,46,Delivered
100148,2020,Starbucks,Hyderabad,04-12-2024,942,Card,62,Delivered
100149,1095,Burger King,Pune,15-12-2024,1299,UPI,60,Delivered
100150,2923,Pizza Hut,Delhi,23-04-2023,1181,UPI,64,Delivered
100151,2757,Haldiram,Delhi,05-02-2023,1029,UPI,53,Delivered
100152,3532,Starbucks,Delhi,20-03-2023,1001,Card,45,Delivered
100153,3278,McDonalds,Mumbai,02-10-2023,659,UPI,61,Delivered
100154,3796,Dominos,Pune,05-10-2023,1349,Cash,40,Delivered
100155,2678,McDonalds,Kolkata,04-11-2024,1115,UPI,54,Delivered
100156,1540,Cafe Coffee Day,Chennai,08-11-2023,1063,UPI,17,Delivered
100157,2059,McDonalds,Mumbai,12-06-2024,167,UPI,25,Delivered
100158,3572,Subway,Kolkata,23-07-2023,205,Card,66,Delivered
100159,2183,Biryani Blues,Chennai,17-01-2023,1068,Card,43,Delivered
100160,2722,Cafe Coffee Day,Pune,14-12-2024,1208,UPI,41,Delivered
100161,2819,Cafe Coffee Day,Pune,20-04-2024,1051,UPI,64,Cancelled
100162,3625,Burger King,Hyderabad,25-05-2024,779,UPI,61,Delivered
100163,3729,Starbucks,Chennai,29-07-2023,943,UPI,24,Delivered
100164,3604,Burger King,Chennai,13-05-2024,496,UPI,49,Delivered
100165,2597,Barbeque Nation,Pune,06-02-2024,1205,UPI,61,Delivered
100166,3693,Wow Momo,Chennai,04-03-2024,1057,Card,37,Delivered
100167,1795,Burger King,Bangalore,19-03-2023,1173,UPI,20,Delivered
100168,2051,McDonalds,Hyderabad,21-07-2024,1306,UPI,25,Delivered
100169,2643,Pizza Hut,Mumbai,21-03-2023,725,UPI,57,Delivered
100170,2363,McDonalds,Mumbai,02-11-2023,348,UPI,65,Delivered
100171,2981,Pizza Hut,Kolkata,27-02-2023,1429,UPI,41,Delivered
100172,2354,Biryani Blues,Mumbai,13-06-2024,1404,UPI,69,Delivered
100173,2663,Starbucks,Delhi,27-07-2023,450,UPI,45,Delivered
100174,2529,Biryani Blues,Chennai,25-05-2024,1166,Cash,44,Delivered
100175,3038,Starbucks,Mumbai,15-05-2023,175,UPI,17,Delivered
100176,2496,Starbucks,Kolkata,05-06-2024,1458,UPI,27,Delivered
100177,3237,Cafe Coffee Day,Kolkata,03-08-2024,599,Card,68,Delivered
100178,2408,Barbeque Nation,Delhi,24-03-2023,469,UPI,54,Delivered
100179,2400,Pizza Hut,Kolkata,12-09-2024,305,Cash,35,Delivered
100180,2306,Cafe Coffee Day,Pune,13-02-2023,620,UPI,57,Delivered
100181,3680,Burger King,Bangalore,27-04-2024,569,Card,25,Delivered
100182,3675,Box8,Pune,05-10-2024,1286,Card,59,Delivered
100183,1972,Subway,Chennai,07-05-2024,800,Cash,17,Delivered
100184,2768,Starbucks,Chennai,13-05-2024,1035,Card,52,Delivered
100185,2282,Pizza Hut,Chennai,18-01-2023,1079,UPI,45,Delivered
100186,1709,Biryani Blues,Hyderabad,27-08-2024,984,Card,38,Delivered
100187,2479,McDonalds,Mumbai,21-10-2023,1025,UPI,56,Delivered
100188,2434,Haldiram,Bangalore,28-05-2023,1091,Card,65,Delivered
100189,1648,Burger King,Mumbai,16-04-2024,1143,UPI,26,Delivered
100190,1317,Haldiram,Bangalore,21-06-2023,1458,Card,60,Delivered
100191,2257,Behrouz Biryani,Mumbai,16-07-2024,721,Card,57,Delivered
100192,1683,Behrouz Biryani,Delhi,14-06-2024,203,Cash,41,Cancelled
100193,1663,McDonalds,Pune,30-04-2023,754,UPI,35,Delivered
100194,2998,Behrouz Biryani,Kolkata,07-03-2023,474,Card,39,Delivered
100195,2631,Wow Momo,Kolkata,21-05-2023,1119,UPI,44,Delivered
100196,2495,Biryani Blues,Pune,21-03-2024,1034,UPI,44,Delivered
100197,2136,Starbucks,Delhi,20-05-2024,414,UPI,24,Delivered
100198,2853,Cafe Coffee Day,Bangalore,08-07-2023,531,Card,17,Cancelled
100199,2520,Barbeque Nation,Pune,07-06-2023,1386,Card,27,Delivered
100200,3489,Burger King,Hyderabad,01-09-2024,482,Card,41,Delivered
100201,1563,Haldiram,Bangalore,31-10-2024,1183,UPI,32,Delivered
100202,2291,McDonalds,Kolkata,03-09-2023,352,Card,59,Delivered
100203,2636,Wow Momo,Hyderabad,02-02-2023,207,UPI,38,Cancelled
100204,3999,McDonalds,Mumbai,27-12-2023,1396,UPI,60,Cancelled
100205,1698,Cafe Coffee Day,Hyderabad,26-11-2023,696,UPI,28,Delivered
100206,3160,Box8,Bangalore,26-05-2024,1020,Card,53,Delivered
100207,1001,Box8,Delhi,12-03-2023,252,UPI,58,Delivered
100208,1641,Wow Momo,Mumbai,09-11-2023,1334,UPI,18,Delivered
100209,3267,Faasos,Bangalore,28-12-2024,1373,Card,30,Delivered
100210,2589,Biryani Blues,Mumbai,20-03-2023,1333,UPI,65,Delivered
100211,1854,Behrouz Biryani,Hyderabad,18-06-2023,1014,Card,24,Delivered
100212,2759,Behrouz Biryani,Kolkata,29-06-2023,1309,UPI,62,Delivered
100213,3432,Biryani Blues,Bangalore,19-09-2024,547,UPI,51,Delivered
100214,2661,Biryani Blues,Delhi,17-09-2023,541,Cash,41,Delivered
100215,2153,Pizza Hut,Pune,30-04-2024,255,UPI,62,Delivered
100216,2076,KFC,Hyderabad,05-01-2023,1227,Card,15,Delivered
100217,2707,Biryani Blues,Bangalore,24-10-2023,1450,UPI,19,Delivered
100218,3777,McDonalds,Delhi,11-09-2024,260,UPI,27,Delivered
100219,2695,Pizza Hut,Bangalore,26-12-2023,373,Card,59,Delivered
100220,2733,Faasos,Hyderabad,27-04-2023,224,UPI,17,Delivered
100221,2439,Burger King,Bangalore,23-12-2023,655,Cash,31,Cancelled
100222,3294,Pizza Hut,Mumbai,14-03-2024,1187,UPI,33,Delivered
100223,1835,Dominos,Hyderabad,27-11-2023,919,UPI,51,Delivered
100224,1202,Behrouz Biryani,Bangalore,08-06-2024,631,Card,19,Delivered
100225,1122,Cafe Coffee Day,Pune,15-10-2024,1362,UPI,61,Delivered
100226,1400,Dominos,Kolkata,07-07-2023,513,UPI,56,Delivered
100227,1766,McDonalds,Bangalore,08-10-2023,388,Cash,58,Cancelled
100228,1293,Haldiram,Mumbai,25-05-2024,995,Card,38,Delivered
100229,3327,Haldiram,Delhi,10-04-2024,1134,UPI,57,Delivered
100230,3931,Biryani Blues,Pune,25-04-2023,1477,Card,47,Delivered
100231,1197,Burger King,Delhi,24-08-2023,1264,Cash,69,Delivered
100232,2930,Pizza Hut,Pune,04-12-2023,541,UPI,35,Delivered
100233,3799,Box8,Delhi,05-06-2024,1357,UPI,17,Delivered
100234,3191,Haldiram,Kolkata,18-07-2023,1190,UPI,18,Delivered
100235,1608,Wow Momo,Mumbai,19-02-2023,1114,Cash,65,Delivered
100236,2147,Biryani Blues,Hyderabad,22-05-2023,161,Card,46,Delivered
100237,1186,Wow Momo,Delhi,11-06-2024,1339,Card,38,Delivered
100238,3511,Starbucks,Pune,28-05-2024,295,Cash,66,Delivered
100239,2794,Burger King,Mumbai,31-10-2024,1455,UPI,49,Delivered
100240,1659,Barbeque Nation,Bangalore,30-01-2023,318,UPI,32,Delivered
100241,3811,Cafe Coffee Day,Kolkata,23-03-2023,996,UPI,17,Delivered
100242,2955,Behrouz Biryani,Mumbai,31-01-2023,319,UPI,53,Delivered
100243,3450,Pizza Hut,Mumbai,29-11-2023,914,Card,68,Delivered
100244,2369,Faasos,Hyderabad,21-10-2024,648,Card,40,Delivered
100245,2986,Cafe Coffee Day,Mumbai,26-06-2023,1470,UPI,67,Delivered
100246,2534,Biryani Blues,Hyderabad,05-01-2024,1315,UPI,38,Delivered
100247,1146,McDonalds,Kolkata,30-06-2024,1046,Card,15,Delivered
100248,3911,Subway,Kolkata,18-06-2024,1226,UPI,65,Delivered
100249,2734,Subway,Bangalore,16-04-2023,267,UPI,64,Delivered
100250,2843,Faasos,Hyderabad,07-04-2023,514,Card,48,Cancelled
100251,1488,Subway,Hyderabad,18-08-2023,285,UPI,26,Delivered
100252,3976,Haldiram,Delhi,15-08-2023,1250,Cash,31,Delivered
100253,2959,Barbeque Nation,Delhi,06-01-2024,706,UPI,35,Delivered
100254,2663,Starbucks,Bangalore,10-04-2023,167,Card,35,Cancelled
100255,3598,Barbeque Nation,Kolkata,20-03-2024,552,Card,17,Delivered
100256,3385,Starbucks,Chennai,12-04-2024,354,UPI,58,Delivered
100257,3919,Pizza Hut,Delhi,24-02-2023,648,UPI,42,Delivered
100258,1640,Pizza Hut,Mumbai,14-07-2023,473,UPI,39,Delivered
100259,2802,Barbeque Nation,Kolkata,03-06-2024,744,UPI,58,Delivered
100260,3520,Burger King,Chennai,28-02-2024,711,UPI,20,Delivered
100261,2969,Pizza Hut,Mumbai,11-11-2023,1454,Card,56,Delivered
100262,3198,Burger King,Pune,08-05-2023,1339,Card,44,Delivered
100263,2438,Biryani Blues,Hyderabad,01-02-2023,1416,Card,46,Delivered
100264,2634,Dominos,Kolkata,03-04-2023,628,UPI,36,Cancelled
100265,1262,Wow Momo,Pune,02-06-2024,313,Card,52,Delivered
100266,2787,Faasos,Bangalore,15-09-2023,473,UPI,28,Delivered
100267,3191,Behrouz Biryani,Hyderabad,08-08-2023,700,Cash,48,Cancelled
100268,3393,Biryani Blues,Hyderabad,16-04-2023,980,Cash,57,Delivered
100269,1623,Cafe Coffee Day,Mumbai,01-07-2024,789,Card,61,Delivered
100270,2016,Pizza Hut,Pune,20-02-2024,783,Card,40,Delivered
100271,1880,Barbeque Nation,Hyderabad,10-07-2024,908,UPI,54,Delivered
100272,3049,Wow Momo,Delhi,05-11-2023,357,UPI,68,Delivered
100273,3944,Starbucks,Kolkata,01-01-2024,464,Card,27,Delivered
100274,2327,Wow Momo,Delhi,04-06-2024,453,UPI,44,Delivered
100275,3301,KFC,Mumbai,03-04-2024,1050,UPI,33,Delivered
100276,1452,Cafe Coffee Day,Chennai,21-08-2024,388,Card,56,Delivered
100277,2183,Biryani Blues,Mumbai,05-01-2024,953,Card,55,Delivered
100278,3056,Box8,Kolkata,27-11-2023,1397,UPI,64,Delivered
100279,2682,Barbeque Nation,Hyderabad,19-11-2024,1261,UPI,53,Cancelled
100280,3863,Behrouz Biryani,Pune,03-10-2024,1393,UPI,17,Cancelled
100281,3255,Barbeque Nation,Pune,07-12-2024,424,Card,45,Delivered
100282,2154,Pizza Hut,Bangalore,11-01-2023,1103,UPI,26,Cancelled
100283,1403,Starbucks,Mumbai,21-05-2024,1239,Cash,29,Delivered
100284,3199,McDonalds,Kolkata,23-02-2024,404,Card,68,Delivered
100285,3101,Dominos,Bangalore,02-05-2023,274,UPI,67,Delivered
100286,2696,Burger King,Hyderabad,23-08-2023,1319,UPI,59,Delivered
100287,1627,Faasos,Chennai,27-11-2023,764,UPI,52,Delivered
100288,1586,Faasos,Mumbai,26-06-2024,534,Cash,54,Delivered
100289,2648,McDonalds,Chennai,14-12-2023,596,UPI,28,Delivered
100290,2443,Faasos,Kolkata,16-02-2024,536,Card,49,Delivered
100291,2445,Cafe Coffee Day,Chennai,12-08-2023,532,UPI,30,Delivered
100292,1103,Dominos,Chennai,02-06-2023,1450,UPI,64,Delivered
100293,1253,McDonalds,Kolkata,31-07-2023,273,Cash,38,Delivered
100294,3557,Faasos,Kolkata,02-04-2023,1440,UPI,31,Delivered
100295,2496,Faasos,Mumbai,27-11-2023,1284,Card,32,Delivered
100296,1098,Burger King,Chennai,11-04-2024,1331,UPI,56,Delivered
100297,3200,Starbucks,Bangalore,02-10-2024,877,Card,31,Delivered
100298,2884,Starbucks,Kolkata,09-12-2024,1045,Card,30,Delivered
100299,3961,Box8,Hyderabad,07-07-2024,1291,Cash,35,Delivered
100300,2919,Faasos,Chennai,16-08-2023,477,UPI,38,Cancelled
100301,1877,Haldiram,Kolkata,13-07-2023,843,UPI,48,Delivered
100302,1337,Barbeque Nation,Bangalore,13-06-2024,1241,UPI,66,Delivered
100303,3869,McDonalds,Pune,31-08-2023,508,UPI,50,Delivered
100304,1956,Pizza Hut,Mumbai,24-01-2024,1152,Card,57,Delivered
100305,2704,Behrouz Biryani,Chennai,03-10-2023,946,UPI,41,Delivered
100306,1160,Biryani Blues,Pune,25-03-2024,592,UPI,53,Delivered
100307,2603,Box8,Kolkata,30-09-2024,313,Card,31,Delivered
100308,3848,Subway,Kolkata,09-08-2024,1122,Card,39,Delivered
100309,1397,Pizza Hut,Hyderabad,27-07-2024,510,Cash,65,Delivered
100310,2300,Burger King,Hyderabad,22-04-2024,734,UPI,52,Delivered
100311,1815,Behrouz Biryani,Chennai,24-04-2024,1292,UPI,56,Delivered
100312,2527,Pizza Hut,Pune,15-10-2023,1002,UPI,35,Delivered
100313,2919,Wow Momo,Pune,28-11-2024,1160,UPI,18,Delivered
100314,2415,Barbeque Nation,Kolkata,20-11-2024,1368,UPI,39,Delivered
100315,2158,Behrouz Biryani,Chennai,08-11-2024,1173,Cash,44,Delivered
100316,2218,Wow Momo,Kolkata,25-11-2024,390,UPI,47,Delivered
100317,1400,Pizza Hut,Hyderabad,23-06-2024,815,UPI,53,Delivered
100318,1639,Dominos,Bangalore,26-11-2023,714,UPI,40,Cancelled
100319,3735,KFC,Delhi,14-04-2024,1315,UPI,39,Delivered
100320,1459,Dominos,Delhi,17-06-2024,981,UPI,67,Cancelled
100321,1954,Barbeque Nation,Kolkata,11-04-2024,1125,UPI,30,Delivered
100322,1469,Behrouz Biryani,Pune,24-02-2024,180,UPI,63,Delivered
100323,2045,Behrouz Biryani,Hyderabad,30-08-2024,372,UPI,38,Delivered
100324,3797,Barbeque Nation,Mumbai,02-05-2023,415,UPI,19,Delivered
100325,2693,Wow Momo,Mumbai,04-11-2023,1455,Card,68,Delivered
100326,3085,Starbucks,Delhi,30-11-2023,937,UPI,69,Delivered
100327,3277,KFC,Bangalore,24-02-2024,530,UPI,56,Delivered
100328,1562,Pizza Hut,Delhi,22-11-2023,705,Cash,53,Delivered
100329,3485,Biryani Blues,Kolkata,10-10-2024,211,UPI,27,Cancelled
100330,2799,Burger King,Bangalore,26-07-2024,862,Card,44,Delivered
100331,3074,Dominos,Mumbai,07-09-2023,996,Cash,21,Delivered
100332,1225,Dominos,Pune,05-04-2023,670,UPI,61,Delivered
100333,1797,Cafe Coffee Day,Hyderabad,23-10-2023,1244,Card,31,Delivered
100334,3331,Subway,Hyderabad,03-07-2023,751,Cash,69,Delivered
100335,3926,Cafe Coffee Day,Kolkata,17-09-2023,289,UPI,41,Delivered
100336,1959,KFC,Delhi,28-10-2024,1489,Cash,49,Delivered
100337,2504,Burger King,Kolkata,05-07-2023,739,UPI,19,Delivered
100338,1452,Dominos,Hyderabad,13-02-2024,677,UPI,56,Delivered
100339,1815,Burger King,Mumbai,10-03-2023,690,Card,19,Delivered
100340,1658,Biryani Blues,Hyderabad,18-09-2024,524,Cash,38,Delivered
100341,1546,Pizza Hut,Bangalore,08-01-2023,440,Card,21,Cancelled
100342,2215,Behrouz Biryani,Pune,22-09-2023,192,UPI,21,Delivered
100343,1016,Burger King,Pune,28-04-2024,1226,UPI,68,Delivered
100344,2243,Dominos,Chennai,08-09-2024,1405,Card,69,Delivered
100345,3205,Wow Momo,Hyderabad,06-01-2024,1385,UPI,28,Cancelled
100346,3524,Faasos,Hyderabad,07-11-2024,157,Cash,69,Cancelled
100347,2069,KFC,Pune,24-03-2023,632,UPI,29,Delivered
100348,3565,Barbeque Nation,Chennai,07-10-2024,191,UPI,19,Delivered
100349,3146,Starbucks,Bangalore,30-07-2023,482,UPI,51,Delivered
100350,2768,McDonalds,Delhi,09-11-2023,1406,UPI,18,Delivered
100351,2060,Haldiram,Hyderabad,26-08-2024,1243,Card,44,Delivered
100352,3327,Starbucks,Pune,03-12-2023,1189,UPI,34,Delivered
100353,3544,Haldiram,Kolkata,04-05-2024,218,Card,67,Delivered
100354,1301,McDonalds,Hyderabad,07-02-2024,202,UPI,40,Delivered
100355,1180,Burger King,Kolkata,30-09-2024,834,UPI,23,Delivered
100356,1606,KFC,Bangalore,10-07-2023,1143,Card,44,Delivered
100357,1699,Burger King,Hyderabad,01-11-2024,676,UPI,58,Delivered
100358,1992,Biryani Blues,Pune,01-12-2023,212,Card,62,Delivered
100359,2139,Biryani Blues,Bangalore,05-06-2024,410,Card,36,Delivered
100360,1190,Biryani Blues,Bangalore,10-09-2024,1294,Card,54,Delivered
100361,3300,Faasos,Delhi,28-03-2023,1007,UPI,55,Delivered
